"","city","county","crime_rate_per_100000"
"685","Springfield","Sangamon",817.9969369
"686","New Berlin","Sangamon",817.9969369
"687","Clear Lake","Sangamon",817.9969369
"688","Cantrall","Sangamon",817.9969369
"689","Southern View","Sangamon",817.9969369
"690","Rochester","Sangamon",817.9969369
"691","Curran","Sangamon",817.9969369
"692","Dawson","Sangamon",817.9969369
"693","Grandview","Sangamon",817.9969369
"694","Buffalo","Sangamon",817.9969369
"695","Auburn","Sangamon",817.9969369
"696","Loami","Sangamon",817.9969369
"697","Jerome","Sangamon",817.9969369
"698","Divernon","Sangamon",817.9969369
"699","Stanton","Haywood",812.1158911
"700","Brownsville","Haywood",812.1158911
"701","Toledo","Lucas",810.9662621
"702","Curtice","Lucas",810.9662621
"703","Neapolis","Lucas",810.9662621
"704","Silica","Lucas",810.9662621
"705","Ottawa Hills","Lucas",810.9662621
"706","Waterville","Lucas",810.9662621
"707","Oregon","Lucas",810.9662621
"708","Harbor View","Lucas",810.9662621
"709","Sylvania","Lucas",810.9662621
"710","Holland","Lucas",810.9662621
"711","Whitehouse","Lucas",810.9662621
"712","Maumee","Lucas",810.9662621
"713","Berkey","Lucas",810.9662621
"714","Maxton","Robeson",809.8427036
"715","Orrum","Robeson",809.8427036
"716","Marietta","Robeson",809.8427036
"717","Rowland","Robeson",809.8427036
"718","Elrod","Robeson",809.8427036
"719","Barker Ten Mile","Robeson",809.8427036
"720","Wakulla","Robeson",809.8427036
"721","Raynham","Robeson",809.8427036
"722","Fairmont","Robeson",809.8427036
"723","Raemon","Robeson",809.8427036
"724","Pembroke","Robeson",809.8427036
"725","Rex","Robeson",809.8427036
"726","McDonald","Robeson",809.8427036
"727","Shannon","Robeson",809.8427036
"728","Red Springs","Robeson",809.8427036
"729","Lumberton","Robeson",809.8427036
"730","Parkton","Robeson",809.8427036
"731","Lumber Bridge","Robeson",809.8427036
"732","Rennert","Robeson",809.8427036
"733","Saint Pauls","Robeson",809.8427036
"734","Buie","Robeson",809.8427036
"735","Proctorville","Robeson",809.8427036
"736","Prospect","Robeson",809.8427036
"737","Fowler","Meade",805.8945429
"738","Meade","Meade",805.8945429
"739","Plains","Meade",805.8945429
"740","Myrtle Grove","Escambia",798.51676
"741","Bluff Springs","Escambia",798.51676
"742","Warrington","Escambia",798.51676
"743","McKinnon","Escambia",798.51676
"744","Gonzalez","Escambia",798.51676
"745","Bellview","Escambia",798.51676
"746","Brent","Escambia",798.51676
"747","Bratt","Escambia",798.51676
"748","Goulding","Escambia",798.51676
"749","Paradise Beach","Escambia",798.51676
"750","Walnut Hill","Escambia",798.51676
"751","Ferry Pass","Escambia",798.51676
"752","Cottage Hill","Escambia",798.51676
"753","Quintette","Escambia",798.51676
"754","McDavid","Escambia",798.51676
"755","Pensacola","Escambia",798.51676
"756","Bogia","Escambia",798.51676
"757","Pine Barren","Escambia",798.51676
"758","Barrineau Park","Escambia",798.51676
"759","Cantonment","Escambia",798.51676
"760","Molino","Escambia",798.51676
"761","Century","Escambia",798.51676
"762","Ensley","Escambia",798.51676
"763","West Pensacola","Escambia",798.51676
"764","Pinson","Jefferson",798.3574913
"765","Minor","Jefferson",798.3574913
"766","Hoover","Jefferson",798.3574913
"767","Trussville","Jefferson",798.3574913
"768","Bessemer","Jefferson",798.3574913
"769","Argo","Jefferson",798.3574913
"770","Center Point","Jefferson",798.3574913
"771","Rock Creek","Jefferson",798.3574913
"772","Clay","Jefferson",798.3574913
"773","Trafford","Jefferson",798.3574913
"774","Brighton","Jefferson",798.3574913
"775","West Jefferson","Jefferson",798.3574913
"776","Grayson Valley","Jefferson",798.3574913
"777","North Johns","Jefferson",798.3574913
"778","Mulga","Jefferson",798.3574913
"779","Homewood","Jefferson",798.3574913
"780","Concord","Jefferson",798.3574913
"781","Vestavia Hills","Jefferson",798.3574913
"782","Pleasant Grove","Jefferson",798.3574913
"783","Village Springs","Jefferson",798.3574913
"784","Maytown","Jefferson",798.3574913
"785","Leeds","Jefferson",798.3574913
"786","Tarrant","Jefferson",798.3574913
"787","Bluff Park","Jefferson",798.3574913
"788","Birmingham","Jefferson",798.3574913
"789","Midfield","Jefferson",798.3574913
"790","Sylvan Springs","Jefferson",798.3574913
"791","Dolomite","Jefferson",798.3574913
"792","Forestdale","Jefferson",798.3574913
"793","Kimberly","Jefferson",798.3574913
"794","Graysville","Jefferson",798.3574913
"795","Lipscomb","Jefferson",798.3574913
"796","Edgewater","Jefferson",798.3574913
"797","Morris","Jefferson",798.3574913
"798","Mount Olive","Jefferson",798.3574913
"799","Mountain Brook","Jefferson",798.3574913
"800","Brookside","Jefferson",798.3574913
"801","Warrior","Jefferson",798.3574913
"802","Adamsville","Jefferson",798.3574913
"803","Gardendale","Jefferson",798.3574913
"804","Short Creek","Jefferson",798.3574913
"805","Fairfield","Jefferson",798.3574913
"806","Hueytown","Jefferson",798.3574913
"807","Irondale","Jefferson",798.3574913
"808","Valley Creek","Jefferson",798.3574913
"809","Fultondale","Jefferson",798.3574913
"810","McDonald Chapel","Jefferson",798.3574913
"811","Cardiff","Jefferson",798.3574913
"812","Mount Nebo","Nicholas",793.3756981
"813","Zela","Nicholas",793.3756981
"814","Craigsville","Nicholas",793.3756981
"815","Fenwick","Nicholas",793.3756981
"816","Tioga","Nicholas",793.3756981
"817","Birch River","Nicholas",793.3756981
"818","Summersville","Nicholas",793.3756981
"819","Richwood","Nicholas",793.3756981
"820","Nettie","Nicholas",793.3756981
"821","Belva","Nicholas",793.3756981
"822","Dixie","Nicholas",793.3756981
"823","Apalachicola","Franklin",793.2402138
"824","Saint George Island","Franklin",793.2402138
"825","Lanark Village","Franklin",793.2402138
"826","Creels","Franklin",793.2402138
"827","Carrabelle","Franklin",793.2402138
"828","Saint Teresa","Franklin",793.2402138
"829","Eastpoint","Franklin",793.2402138
"830","Marissa","St. Clair",782.1542957
"831","Alorton","St. Clair",782.1542957
"832","Fayetteville","St. Clair",782.1542957
"833","Dupo","St. Clair",782.1542957
"834","National City","St. Clair",782.1542957
"835","Belleville","St. Clair",782.1542957
"836","Fairmont City","St. Clair",782.1542957
"837","Lenzburg","St. Clair",782.1542957
"838","Signal Hill","St. Clair",782.1542957
"839","Paderborn","St. Clair",782.1542957
"840","Centreville","St. Clair",782.1542957
"841","Freeburg","St. Clair",782.1542957
"842","Lebanon","St. Clair",782.1542957
"843","Smithton","St. Clair",782.1542957
"844","Westview","St. Clair",782.1542957
"845","Oak Hills","St. Clair",782.1542957
"846","Saint Libory","St. Clair",782.1542957
"847","East Saint Louis","St. Clair",782.1542957
"848","Swansea","St. Clair",782.1542957
"849","Stolle","St. Clair",782.1542957
"850","Rentchler","St. Clair",782.1542957
"851","Cahokia","St. Clair",782.1542957
"852","Hollywood Heights","St. Clair",782.1542957
"853","French Village","St. Clair",782.1542957
"854","Shiloh","St. Clair",782.1542957
"855","Caseyville","St. Clair",782.1542957
"856","Mascoutah","St. Clair",782.1542957
"857","Darmstadt","St. Clair",782.1542957
"858","East Carondelet","St. Clair",782.1542957
"859","Washington Park","St. Clair",782.1542957
"860","Bluffside","St. Clair",782.1542957
"861","Fairview Heights","St. Clair",782.1542957
"862","Sauget","St. Clair",782.1542957
"863","Imbs","St. Clair",782.1542957
"864","Summerfield","St. Clair",782.1542957
"865","Roachtown","St. Clair",782.1542957
"866","New Athens","St. Clair",782.1542957
"867","Millstadt","St. Clair",782.1542957
"868","Floraville","St. Clair",782.1542957
"869","Brooklyn","St. Clair",782.1542957
"870","O'Fallon","St. Clair",782.1542957
"871","West Odessa","Ector",781.9089826
"872","Goldsmith","Ector",781.9089826
"873","Arcade","Ector",781.9089826
"874","Gardendale","Ector",781.9089826
"875","North Cowden","Ector",781.9089826
"876","Odessa","Ector",781.9089826
"877","Douro","Ector",781.9089826
"878","Penwell","Ector",781.9089826
"879","Notrees","Ector",781.9089826
"880","Cane Savannah","Sumter",767.644257
"881","Lakewood","Sumter",767.644257
"882","Pocalla Springs","Sumter",767.644257
"883","Wedgefield","Sumter",767.644257
"884","Mayesville","Sumter",767.644257
"885","Stateburg","Sumter",767.644257
"886","Shiloh","Sumter",767.644257
"887","Sumter","Sumter",767.644257
"888","Dalzell","Sumter",767.644257
"889","Pinewood","Sumter",767.644257
"890","Horatio","Sumter",767.644257
"891","Oswego","Sumter",767.644257
"892","Privateer","Sumter",767.644257
"893","South Sumter","Sumter",767.644257
"894","East Sumter","Sumter",767.644257
"895","Mulberry","Sumter",767.644257
"896","Cherryvale","Sumter",767.644257
"897","Rembert","Sumter",767.644257
"898","Oakland","Sumter",767.644257
"899","Faxon","Comanche",766.7864604
"900","Chattanooga","Comanche",766.7864604
"901","Cache","Comanche",766.7864604
"902","Medicine Park","Comanche",766.7864604
"903","Lawton","Comanche",766.7864604
"904","Fletcher","Comanche",766.7864604
"905","Geronimo","Comanche",766.7864604
"906","Meers","Comanche",766.7864604
"907","Elgin","Comanche",766.7864604
"908","Sterling","Comanche",766.7864604
"909","Indiahoma","Comanche",766.7864604
"910","Osceola","Mississippi",763.9897241
"911","Manila","Mississippi",763.9897241
"912","Leachville","Mississippi",763.9897241
"913","Dell","Mississippi",763.9897241
"914","Bassett","Mississippi",763.9897241
"915","Armorel","Mississippi",763.9897241
"916","Blytheville","Mississippi",763.9897241
"917","Keiser","Mississippi",763.9897241
"918","Grider","Mississippi",763.9897241
"919","Wilson","Mississippi",763.9897241
"920","Birdsong","Mississippi",763.9897241
"921","Tomato","Mississippi",763.9897241
"922","Luxora","Mississippi",763.9897241
"923","Victoria","Mississippi",763.9897241
"924","Dyess","Mississippi",763.9897241
"925","Joiner","Mississippi",763.9897241
"926","Etowah","Mississippi",763.9897241
"927","Gosnell","Mississippi",763.9897241
"928","Marie","Mississippi",763.9897241
"929","Burdette","Mississippi",763.9897241
"930","Lodge","Colleton",762.1467132
"931","Cottageville","Colleton",762.1467132
"932","Ruffin","Colleton",762.1467132
"933","Walterboro","Colleton",762.1467132
"934","Hendersonville","Colleton",762.1467132
"935","Williams","Colleton",762.1467132
"936","Jacksonboro","Colleton",762.1467132
"937","Ashton","Colleton",762.1467132
"938","Islandton","Colleton",762.1467132
"939","Smoaks","Colleton",762.1467132
"940","Green Pond","Colleton",762.1467132
"941","Canadys","Colleton",762.1467132
"942","Edisto Beach","Colleton",762.1467132
"943","Tionesta","Modoc",754.3456871
"944","Eagleville","Modoc",754.3456871
"945","Perez","Modoc",754.3456871
"946","Hackamore","Modoc",754.3456871
"947","Cedarville","Modoc",754.3456871
"948","Canby","Modoc",754.3456871
"949","Willow Ranch","Modoc",754.3456871
"950","Adin","Modoc",754.3456871
"951","California Pines","Modoc",754.3456871
"952","Alturas","Modoc",754.3456871
"953","Lookout","Modoc",754.3456871
"954","Fort Bidwell","Modoc",754.3456871
"955","Lake City","Modoc",754.3456871
"956","Daphnedale Park","Modoc",754.3456871
"957","Newell","Modoc",754.3456871
"958","Likely","Modoc",754.3456871
"959","Komandorski Village","Alameda",753.6935735
"960","Newark","Alameda",753.6935735
"961","Fairview","Alameda",753.6935735
"962","Emeryville","Alameda",753.6935735
"963","Ashland","Alameda",753.6935735
"964","Piedmont","Alameda",753.6935735
"965","Pleasanton","Alameda",753.6935735
"966","Livermore","Alameda",753.6935735
"967","Canyon","Alameda",753.6935735
"968","Alameda","Alameda",753.6935735
"969","Fremont","Alameda",753.6935735
"970","Mount Eden","Alameda",753.6935735
"971","San Lorenzo","Alameda",753.6935735
"972","Dublin","Alameda",753.6935735
"973","Kilkare Woods","Alameda",753.6935735
"974","Cherryland","Alameda",753.6935735
"975","Sunol","Alameda",753.6935735
"976","Albany","Alameda",753.6935735
"977","Berkeley","Alameda",753.6935735
"978","Castro Valley","Alameda",753.6935735
"979","Oakland","Alameda",753.6935735
"980","Russell City","Alameda",753.6935735
"981","Union City","Alameda",753.6935735
"982","San Leandro","Alameda",753.6935735
"983","Hayward","Alameda",753.6935735
"984","Leslie","Sumter",752.455044
"985","Americus","Sumter",752.455044
"986","DeSoto","Sumter",752.455044
"987","Friendship","Sumter",752.455044
"988","Sumter","Sumter",752.455044
"989","Andersonville","Sumter",752.455044
"990","Plains","Sumter",752.455044
"991","North Hartsville","Darlington",746.3016118
"992","Lamar","Darlington",746.3016118
"993","Hartsville","Darlington",746.3016118
"994","Mont Clare","Darlington",746.3016118
"995","Darlington","Darlington",746.3016118
"996","Society Hill","Darlington",746.3016118
"997","Lydia","Darlington",746.3016118
"998","Posey","Lubbock",740.6920961
"999","Lubbock","Lubbock",740.6920961
"1000","Shallowater","Lubbock",740.6920961
"1001","Heckville","Lubbock",740.6920961
"1002","Abernathy","Lubbock",740.6920961
"1003","Burris","Lubbock",740.6920961
"1004","Ransom Canyon","Lubbock",740.6920961
"1005","Woodrow","Lubbock",740.6920961
"1006","Kitalou","Lubbock",740.6920961
"1007","Buffalo Springs","Lubbock",740.6920961
"1008","Becton","Lubbock",740.6920961
"1009","Slaton","Lubbock",740.6920961
"1010","Idalou","Lubbock",740.6920961
"1011","New Deal","Lubbock",740.6920961
"1012","Wolfforth","Lubbock",740.6920961
"1013","Sabinal","Socorro",739.3084622
"1014","Lemitar","Socorro",739.3084622
"1015","Veguita","Socorro",739.3084622
"1016","Bingham","Socorro",739.3084622
"1017","Chamizal","Socorro",739.3084622
"1018","San Antonito","Socorro",739.3084622
"1019","Escondida","Socorro",739.3084622
"1020","Bernardo","Socorro",739.3084622
"1021","La Joya","Socorro",739.3084622
"1022","Luis Lopez","Socorro",739.3084622
"1023","Claunch","Socorro",739.3084622
"1024","Magdalena","Socorro",739.3084622
"1025","San Antonio","Socorro",739.3084622
"1026","Polvadera","Socorro",739.3084622
"1027","Las Nutrias","Socorro",739.3084622
"1028","Contreras","Socorro",739.3084622
"1029","San Acacia","Socorro",739.3084622
"1030","Abeytas","Socorro",739.3084622
"1031","Socorro","Socorro",739.3084622
"1032","Alamo","Socorro",739.3084622
"1033","San Marcial","Socorro",739.3084622
"1034","Alamillo","Socorro",739.3084622
"1035","Carthage","Socorro",739.3084622
"1036","Benavides","Duval",738.8316151
"1037","Concepcion","Duval",738.8316151
"1038","Realitos","Duval",738.8316151
"1039","Ramirez","Duval",738.8316151
"1040","Freer","Duval",738.8316151
"1041","Rios","Duval",738.8316151
"1042","Seven Sisters","Duval",738.8316151
"1043","San Diego","Duval",738.8316151
"1044","Escabosa","Bernalillo",738.4818924
"1045","Alameda","Bernalillo",738.4818924
"1046","Isleta","Bernalillo",738.4818924
"1047","Lee Acres","Bernalillo",738.4818924
"1048","Sandia Heights","Bernalillo",738.4818924
"1049","Carnuel","Bernalillo",738.4818924
"1050","Los Ranchos de Albuquerque","Bernalillo",738.4818924
"1051","Paradise Hills","Bernalillo",738.4818924
"1052","Sandia Park","Bernalillo",738.4818924
"1053","Cedro","Bernalillo",738.4818924
"1054","Manzano Springs","Bernalillo",738.4818924
"1055","Armijo","Bernalillo",738.4818924
"1056","Sandia Knolls","Bernalillo",738.4818924
"1057","Ponderosa Pine","Bernalillo",738.4818924
"1058","Cedar Crest","Bernalillo",738.4818924
"1059","Sedillo","Bernalillo",738.4818924
"1060","South Valley","Bernalillo",738.4818924
"1061","North Valley","Bernalillo",738.4818924
"1062","Los Padillas","Bernalillo",738.4818924
"1063","Pajarito","Bernalillo",738.4818924
"1064","Albuquerque","Bernalillo",738.4818924
"1065","Chilili","Bernalillo",738.4818924
"1066","Tijeras","Bernalillo",738.4818924
"1067","Gray","Marion",732.7796776
"1068","Lassater","Marion",732.7796776
"1069","Smithland","Marion",732.7796776
"1070","Lodi","Marion",732.7796776
"1071","Berea","Marion",732.7796776
"1072","Jefferson","Marion",732.7796776
"1073","Elliott","Lee",730.3646373
"1074","Bishopville","Lee",730.3646373
"1075","Lynchburg","Lee",730.3646373
"1076","Wisacky","Lee",730.3646373
"1077","Saint Charles","Lee",730.3646373
"1078","Burney","Shasta",725.2206951
"1079","Bella Vista","Shasta",725.2206951
"1080","Redding","Shasta",725.2206951
"1081","Igo","Shasta",725.2206951
"1082","Hat Creek","Shasta",725.2206951
"1083","Montgomery Creek","Shasta",725.2206951
"1084","Fall River Mills","Shasta",725.2206951
"1085","Old Station","Shasta",725.2206951
"1086","Millville","Shasta",725.2206951
"1087","Big Bend","Shasta",725.2206951
"1088","McArthur","Shasta",725.2206951
"1089","Cassel","Shasta",725.2206951
"1090","Round Mountain","Shasta",725.2206951
"1091","Shingletown","Shasta",725.2206951
"1092","Lamoine","Shasta",725.2206951
"1093","Palo Cedro","Shasta",725.2206951
"1094","Shasta Lake","Shasta",725.2206951
"1095","Shasta","Shasta",725.2206951
"1096","Lakehead","Shasta",725.2206951
"1097","Viola","Shasta",725.2206951
"1098","Ingot","Shasta",725.2206951
"1099","Castella","Shasta",725.2206951
"1100","French Gulch","Shasta",725.2206951
"1101","Ono","Shasta",725.2206951
"1102","Anderson","Shasta",725.2206951
"1103","Cottonwood","Shasta",725.2206951
"1104","Keswick","Shasta",725.2206951
"1105","Mountain Gate","Shasta",725.2206951
"1106","Platina","Shasta",725.2206951
"1107","Waterloo","Laurens",724.7580365
"1108","Gray Court","Laurens",724.7580365
"1109","Mountville","Laurens",724.7580365
